head_label,num_q_heads,num_kv_heads,head_dim,num_requests,ctx,dtype_label,arm,rung_index,is_baseline_rung,cache_read_bytes,gqa_path,device_median_ms,amortized_call_ms,read_gbps,error,vs_head_major,ordering_drift,unit_key,run_segment
mha96,32,32,96,1,128,bf16,token_major_view,1,False,1572864,none,0.01360000018030405,0.00815612031146884,192.84462954626798,,0.9988708255833284,0.9968464382673788,mha96_b1_ctx128_bf16,0
mha96,32,32,96,1,128,bf16,token_major_copy,2,False,1572864,none,0.02116800006479025,0.01638899091631174,95.97076525526352,,2.007141172750284,0.9968464382673788,mha96_b1_ctx128_bf16,0
mha96,32,32,96,1,128,bf16,read_floor,3,False,1572864,n/a,0.014479999896138906,0.012751560425385833,123.34678639554882,,1.5616691764183899,0.9968464382673788,mha96_b1_ctx128_bf16,0
mha96,32,32,96,1,128,bf16,head_major,4,True,1572864,none,0.013535999692976475,0.008139590499922633,193.23625678895638,,0.9968464382673788,0.9968464382673788,mha96_b1_ctx128_bf16,0
mha96,32,32,96,1,512,bf16,head_major,0,True,6291456,none,0.017696000635623932,0.014429709408432245,436.007117116543,,1.0,1.0060195113749661,mha96_b1_ctx512_bf16,0
mha96,32,32,96,1,512,bf16,token_major_view,1,False,6291456,none,0.01708799973130226,0.014432610478252172,435.91947620843104,,1.0002010483882808,1.0060195113749661,mha96_b1_ctx512_bf16,0
mha96,32,32,96,1,512,bf16,token_major_copy,2,False,6291456,none,0.03182400017976761,0.030809979652985934,204.20188753322552,,2.135176723308205,1.0060195113749661,mha96_b1_ctx512_bf16,0
mha96,32,32,96,1,512,bf16,read_floor,3,False,6291456,n/a,0.016287999227643013,0.014750809641554952,426.5159779620604,,1.0222527165332287,1.0060195113749661,mha96_b1_ctx512_bf16,0
mha96,32,32,96,1,512,bf16,head_major,4,True,6291456,none,0.017696000635623932,0.014516569208353758,433.3982712926065,,1.0060195113749661,1.0060195113749661,mha96_b1_ctx512_bf16,0
mha96,32,32,96,1,2048,bf16,head_major,0,True,25165824,none,0.026256000623106956,0.026208929484710097,960.2003780689085,,1.0,1.0093315510978644,mha96_b1_ctx2048_bf16,0
mha96,32,32,96,1,2048,bf16,token_major_view,1,False,25165824,none,0.026048000901937485,0.026577520184218884,946.883826089346,,1.0140635541685827,1.0093315510978644,mha96_b1_ctx2048_bf16,0
mha96,32,32,96,1,2048,bf16,token_major_copy,2,False,25165824,none,0.08695999905467033,0.08616465958766639,292.0666561027328,,3.2876069828770986,1.0093315510978644,mha96_b1_ctx2048_bf16,0
mha96,32,32,96,1,2048,bf16,read_floor,3,False,25165824,n/a,0.01961600035429001,0.020905970595777035,1203.7625272984667,,0.7976659484689472,1.0093315510978644,mha96_b1_ctx2048_bf16,0
mha96,32,32,96,1,2048,bf16,head_major,4,True,25165824,none,0.026048000901937485,0.026453499449416995,951.3230583394375,,1.0093315510978644,1.0093315510978644,mha96_b1_ctx2048_bf16,0
mha96,32,32,96,1,8192,bf16,head_major,0,True,100663296,none,0.1759520024061203,0.17680492950603366,569.3466595147437,,1.0,0.9976608152171759,mha96_b1_ctx8192_bf16,0
mha96,32,32,96,1,8192,bf16,token_major_view,1,False,100663296,none,0.1857919991016388,0.18600460956804454,541.1871040925745,,1.0520329387179046,0.9976608152171759,mha96_b1_ctx8192_bf16,0
